DATAFLOW,LAST UPDATE,freq,unit,crops,agprdmet,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,FR,2012,131888,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,FR,2014,139208,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,FR,2016,215353,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,FR,2018,308296,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,FR,2020,368611,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,IT,2012,201495,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,IT,2014,192782,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,IT,2016,283037,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,IT,2018,308250,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1000,TOTAL,IT,2020,316544,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,DE,2012,69900,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,DE,2014,72900,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,DE,2016,90538,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,DE,2018,88679,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,DE,2020,127946,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,EL,2012,25812,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,EL,2014,19887,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,EL,2016,22661,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,EL,2018,18247,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,EL,2020,11549,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,ES,2012,44651,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,ES,2014,37122,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,ES,2016,53443,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,ES,2018,47268,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,ES,2020,47670,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,FR,2012,54545,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,FR,2014,59856,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,FR,2016,97942,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,FR,2018,133994,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,FR,2020,152265,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,IT,2012,114142,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,IT,2014,107280,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,IT,2016,179753,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,IT,2018,195053,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1100,TOTAL,IT,2020,205018,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,DE,2014,72700,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,DE,2016,90001,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,DE,2018,88155,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,DE,2020,126259,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,EL,2014,6551,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,EL,2016,7791,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,EL,2018,6414,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,EL,2020,4755,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,ES,2012,29777,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,ES,2014,25045,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,ES,2016,38607,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,ES,2018,33067,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,ES,2020,35368,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,FR,2012,52023,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,FR,2014,57358,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,FR,2016,92680,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,FR,2018,123778,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,FR,2020,146333,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,IT,2012,26347,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,IT,2014,28678,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,IT,2016,42432,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,IT,2018,62535,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1110,TOTAL,IT,2020,51926,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,DE,2014,200,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,DE,2016,537,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,DE,2018,524,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,DE,2020,1687,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,EL,2014,13336,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,EL,2016,14870,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,EL,2018,11833,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,EL,2020,6794,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,ES,2012,14874,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,ES,2014,12076,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,ES,2016,14836,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,ES,2018,14201,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,ES,2020,12302,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,FR,2012,2522,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,FR,2014,2498,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,FR,2016,5262,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,FR,2018,10215,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,FR,2020,5932,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,IT,2012,87795,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,IT,2014,78603,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,IT,2016,137321,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,IT,2018,132519,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1120,TOTAL,IT,2020,153091,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,DE,2012,57000,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,DE,2014,51600,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,DE,2016,52464,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,DE,2018,52580,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,DE,2020,64708,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,EL,2012,1696,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,EL,2014,2453,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,EL,2016,1728,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,EL,2018,779,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,EL,2020,376,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,ES,2012,10088,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,ES,2014,6681,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,ES,2016,8355,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,ES,2018,7623,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,ES,2020,8329,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,FR,2012,3406,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,FR,2014,2811,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,FR,2016,4520,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,FR,2018,6390,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,FR,2020,6697,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,IT,2012,661,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,IT,2014,193,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,IT,2016,284,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,IT,2018,352,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1200,TOTAL,IT,2020,365,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,DE,2012,26900,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,DE,2014,26800,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,DE,2016,29313,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,DE,2018,34773,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,DE,2020,46456,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,EL,2012,7291,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,EL,2014,8021,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,EL,2016,7119,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,EL,2018,8366,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,EL,2020,6852,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,ES,2012,55258,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,ES,2014,49309,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,ES,2016,67783,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,ES,2018,67441,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,ES,2020,75843,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,FR,2012,16841,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,FR,2014,17635,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,FR,2016,29380,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,FR,2018,40431,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,FR,2020,56784,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,IT,2012,30829,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,IT,2014,29687,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,IT,2016,33720,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,IT,2018,44062,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1300,TOTAL,IT,2020,42178,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,DE,2012,24800,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,DE,2014,24600,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,DE,2016,27218,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,DE,2018,36190,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,DE,2020,57835,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,EL,2012,6664,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,EL,2014,6403,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,EL,2016,8667,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,EL,2018,7335,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,EL,2020,5758,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,ES,2012,43255,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,ES,2014,39769,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,ES,2016,55028,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,ES,2018,56089,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,ES,2020,56267,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,FR,2012,7736,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,FR,2014,9284,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,FR,2016,10897,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,FR,2018,13960,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,FR,2020,17885,e
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,IT,2012,19909,
ESTAT:ORG_CROPAR(1.0),14/12/23 11:00:00,A,HA,C1400,TOTAL,IT,2014,19523,
